Date,IND_CPI,USA_CPI
2024-02-01,5.090497737556561,3.153171120861543
2024-03-01,4.853273137697517,3.47738507003801
2024-04-01,4.828747894441325,3.357363950119173
2024-05-01,4.860335195530726,3.269029056940033
2024-06-01,5.082872928176796,2.971397107263298
2024-07-01,3.596349973161567,2.894753198491324
2024-08-01,3.651987110633727,2.530730296456995
2024-09-01,5.486148832156437,2.440633031069947
2024-10-01,6.2061521856449,2.597904904914617
2024-11-01,5.475040257648953,2.74938039609054
2024-12-01,5.22347872913301,2.888057219980048
2025-01-01,4.258760107816712,3.000483112150127
2025-02-01,3.606027987082885,2.821548951747501
2025-03-01,3.33692142088267,2.390725253896512
2025-04-01,3.160149973219068,2.311288861673528
2025-05-01,2.823654768247203,2.354896535474716
2025-06-01,2.103049421661409,2.669213018222307
2025-07-01,1.606217616580311,2.704902397151358
2025-08-01,2.072538860103627,2.916174284298407
2025-09-01,,3.012676775525625
