Date,iip_general_index_spliced,iip_general_yoy
2013-06-01,101.3,-0.9823261702943675
2013-07-01,104.7,3.104031939464935
2013-08-01,104.3,4.310167635221873
2013-09-01,105.7,6.548504274160205
2013-10-01,105.7,1.9102777640710222
2013-11-01,101.9,3.5967913075558577
2013-12-01,110.9,3.4865916902618643
2014-01-01,112.3,4.647761310769649
2014-02-01,106.7,5.094806715062461
2014-03-01,118.5,2.8243212313395105
2014-04-01,106.6,3.824557899507486
2014-05-01,111.0,4.609110720026699
2014-06-01,109.7,7.96629560265476
2014-07-01,110.4,5.301101596650426
2014-08-01,108.0,3.485986511749317
2014-09-01,110.2,4.1692003842622505
2014-10-01,106.0,0.2834201235875078
2014-11-01,109.4,7.101894975920153
2014-12-01,115.3,3.8908532918691563
2015-01-01,114.3,1.76527090563674
2015-02-01,109.9,2.954970310186855
2015-03-01,121.3,2.3353855374818266
2015-04-01,107.3,0.6545137904908849
2015-05-01,113.0,1.7857617400006909
2015-06-01,110.8,0.9977407031998453
2015-07-01,111.8,1.2601426878003252
2015-08-01,112.0,3.6367644170874236
2015-09-01,112.6,2.154481898677574
2015-10-01,115.5,8.583143584978092
2015-11-01,110.3,0.8193036271576304
2015-12-01,118.9,3.074537642172359
2016-01-01,118.9,3.9456232895971333
2016-02-01,117.8,6.941740980790989
2016-03-01,127.6,5.063355496068489
2016-04-01,113.7,5.793475111983781
2016-05-01,121.3,7.0878997237663555
2016-06-01,119.7,7.72618382507444
2016-07-01,116.8,4.375150967312802
2016-08-01,116.5,3.9392401710661495
2016-09-01,118.2,4.853638926640791
2016-10-01,120.3,4.0718093018785595
2016-11-01,115.9,4.952382408624878
2016-12-01,121.7,2.3276196296745155
2017-01-01,123.1,3.471422949367131
2017-02-01,119.2,1.1814483413763455
2017-03-01,133.2,4.295138719559954
2017-04-01,117.3,3.117135490293954
2017-05-01,124.8,2.8445639985323012
2017-06-01,119.3,-0.33472834600578594
2017-07-01,118.0,1.0221554071538463
2017-08-01,122.1,4.694910811090303
2017-09-01,123.1,4.0618928218409955
2017-10-01,122.5,1.8122407004148577
2017-11-01,125.8,8.196559392063474
2017-12-01,130.6,7.058021684884874
2018-01-01,132.3,7.207503793050218
2018-02-01,127.4,6.652898850681321
2018-03-01,140.3,5.193122900212632
2018-04-01,122.6,4.419226784268115
2018-05-01,129.6,3.7740327982846544
2018-06-01,127.7,6.80424339346235
2018-07-01,125.7,6.3213491130536426
2018-08-01,128.0,4.718988280295822
2018-09-01,128.8,4.526378047984547
2018-10-01,132.8,8.073320705755194
2018-11-01,126.1,0.2381898704533647
2018-12-01,133.9,2.495403585479661
2019-01-01,134.4,1.5748356968138921
2019-02-01,127.6,0.1568627772626563
2019-03-01,144.1,2.672451589706082
2019-04-01,126.5,3.131528466546385
2019-05-01,135.4,4.378057656000056
2019-06-01,129.3,1.2451522739318044
2019-07-01,131.8,4.738750647220513
2019-08-01,126.2,-1.4162313812503768
2019-09-01,122.9,-4.688979709826402
2019-10-01,124.0,-6.8562671437296885
2019-11-01,128.8,2.118557069937932
2019-12-01,134.5,0.44709463447665243
2020-01-01,137.4,2.2075951699199514
2020-02-01,134.2,5.043085362689226
2020-03-01,117.2,-20.66256258625634
2020-04-01,54.0,-85.12582616033004
2020-05-01,90.2,-40.62039334095964
2020-06-01,107.9,-18.093041351372285
2020-07-01,117.9,-11.144881452508137
2020-08-01,117.2,-7.398607296420057
2020-09-01,124.1,0.9716675638571814
2020-10-01,129.6,4.417121831313686
2020-11-01,126.7,-1.6438726343159793
2020-12-01,137.4,2.13321807463549
2021-01-01,136.6,-0.5839432651558951
2021-02-01,129.9,-3.256630086102774
2021-03-01,145.6,21.698125861967288
2021-04-01,126.1,84.80911964065996
2021-05-01,115.1,24.37718886592588
2021-06-01,122.8,12.935214344895307
2021-07-01,131.5,10.917004407449404
2021-08-01,132.4,12.194576635999521
2021-09-01,129.5,4.259318892903163
2021-10-01,135.0,4.08219945202557
2021-11-01,128.0,1.0208176592523266
2021-12-01,138.8,1.0137668284455614
2022-01-01,139.3,1.95729336490702
2022-02-01,131.4,1.1481182373956678
2022-03-01,148.8,2.1739986636406528
2022-04-01,134.5,6.4488956071019565
2022-05-01,137.8,18.000204285172128
2022-06-01,138.3,11.886822295767097
2022-07-01,134.4,2.1813576471229723
2022-08-01,131.5,-0.682079188508844
2022-09-01,133.8,3.26652665545355
2022-10-01,129.5,-4.159389729883678
2022-11-01,137.7,7.30471418149925
2022-12-01,145.9,4.988740745603604
2023-01-01,147.4,5.652009896947607
2023-02-01,139.3,5.838377473524936
2023-03-01,151.7,1.9301763955494877
2023-04-01,140.7,4.5065765078449616
2023-05-01,145.6,5.505977718302724
2023-06-01,143.9,3.9693375222609184
2023-07-01,142.7,5.992409639374152
2023-08-01,145.8,10.322896795673842
2023-09-01,142.3,6.159135740167798
2023-10-01,144.9,11.23629681870435
2023-11-01,141.1,2.4391453124159135
2023-12-01,152.3,4.293080437237595
2024-01-01,153.6,4.12018409583359
2024-02-01,147.1,5.448274682163223
2024-03-01,160.0,5.326892887933976
2024-04-01,148.0,5.058230964377142
2024-05-01,154.7,6.062462181643458
2024-06-01,151.0,4.816122292160241
2024-07-01,149.8,4.855654660032904
2024-08-01,145.8,0.0
2024-09-01,146.9,3.181457808402577
2024-10-01,150.3,3.658944743229231
2024-11-01,148.1,4.841886241498461
2024-12-01,158.0,3.6742773125850725
2025-01-01,161.6,5.077232537342358
2025-02-01,151.1,2.682924167130185
2025-03-01,166.3,3.8619570965055416
2025-04-01,151.8,2.5351591197415146
2025-05-01,157.6,1.857241984475877
2025-06-01,153.3,1.511694906284422
2025-07-01,156.2,4.183616632246601
2025-08-01,151.8,4.03280453869721
2025-09-01,153.7,4.525056736471811
2025-10-01,151.1,0.5308572519765242
2025-11-01,158.7,6.912790625861032
2025-12-01,170.7,7.7312596773428055
