Model,Config,Feature,Category,Mean_abs_SHAP,Rank_Overall,Rank_Cat,Share_PCT
XGBoost,Commodity_only,wpi_soybean_oil_yoy,Commodity,0.03556084260344505,14,14,2.7519752199645557
XGBoost,Commodity_only,wpi_potato_yoy,Commodity,0.019617918878793716,15,15,1.5181874969544427
XGBoost,Commodity_only,wpi_masur_yoy,Commodity,0.016557887196540833,16,16,1.281378390495009
XGBoost,Commodity_only,wpi_urad_yoy,Commodity,0.015552341938018799,17,17,1.2035614595278723
XGBoost,Commodity_only,wpi_egg_yoy,Commodity,0.014409231953322887,18,18,1.115098697645159
XGBoost,Commodity_only,wpi_gram_chana_yoy,Commodity,0.01417276170104742,19,19,1.0967987860885693
XGBoost,Commodity_only,wpi_wheat_yoy,Commodity,0.011659077368676662,20,20,0.9022702966869343
XGBoost,Commodity_only,palm_oil_usd_yoy,Commodity,0.01112160924822092,21,21,0.8606768236213709
XGBoost,Commodity_only,wpi_sugar_yoy,Commodity,0.009351707994937897,22,22,0.7237080671401274
XGBoost,Commodity_only,wpi_groundnut_oil_yoy,Commodity,0.008031582459807396,23,23,0.6215464620163603
XGBoost,Commodity_only,wpi_maize_yoy,Commodity,0.005766166374087334,24,24,0.446230904948915
XGBoost,Commodity_only,wpi_rice_yoy,Commodity,0.005752970930188894,25,25,0.44520973863320407
XGBoost,Full,temp_mean_celsius_anom,Climate,0.02710798569023609,14,1,1.832405868848351
XGBoost,Full,wind_speed_10m_ms,Climate,0.016281045973300934,22,2,1.1005422731653587
XGBoost,Full,wind_speed_10m_ms_anom,Climate,0.01583097130060196,23,3,1.0701187853747975
XGBoost,Full,solar_irradiance_kwm2_anom,Climate,0.01440627034753561,24,4,0.9738139393569347
XGBoost,Full,relative_humidity_2m_pct,Climate,0.011943083256483078,26,5,0.8073110300927515
XGBoost,Full,surface_soil_wetness_index_anom,Climate,0.011930868960916996,27,6,0.806485386050627
XGBoost,Full,temp_mean_celsius,Climate,0.00918585155159235,30,7,0.6209317241734518
XGBoost,Full,relative_humidity_2m_pct_anom,Climate,0.007554502692073584,34,8,0.5106581959784758
XGBoost,Full,surface_soil_wetness_index,Climate,0.006860740948468447,35,9,0.4637623068817657
XGBoost,Full,rainfall_total_mm,Climate,0.005686934106051922,37,10,0.38441703307512093
XGBoost,Full,rainfall_total_mm_anom,Climate,0.005406142212450504,38,11,0.36543647437039933
XGBoost,Full,solar_irradiance_kwm2,Climate,0.00016194161435123533,41,12,0.010946691795505207
XGBoost,Full,rainfall_rate_mm_per_day,Climate,0.0,42,13,0.0
XGBoost,Full,rainfall_rate_mm_per_day_anom,Climate,0.0,43,14,0.0
XGBoost,Full,wpi_primary_food_articles_yoy,Commodity,0.5075531601905823,1,1,34.308834308583045
XGBoost,Full,crude_oil_brent_usd_yoy,Commodity,0.09029433131217957,2,2,6.1035838114585586
XGBoost,Full,wpi_manufactured_food_yoy,Commodity,0.06691348552703857,3,3,4.523119680891967
XGBoost,Full,wpi_mustard_oil_yoy,Commodity,0.06404990702867508,4,4,4.329551700361447
XGBoost,Full,wpi_brinjal_yoy,Commodity,0.05511505901813507,5,5,3.725586945515108
XGBoost,Full,wpi_onion_yoy,Commodity,0.04733622074127197,6,6,3.19976444161434
XGBoost,Full,wpi_milk_yoy,Commodity,0.04509429261088371,7,7,3.048217871146017
XGBoost,Full,global_fertilizer_index_yoy,Commodity,0.044277504086494446,8,8,2.9930057981133102
XGBoost,Full,wpi_arhar_tur_yoy,Commodity,0.043841466307640076,9,9,2.9635311556908697
XGBoost,Full,wpi_moong_yoy,Commodity,0.03919975832104683,10,10,2.6497677852469605
XGBoost,Full,wpi_tomato_yoy,Commodity,0.027126837521791458,13,11,1.8336801873158066
XGBoost,Full,wpi_garlic_yoy,Commodity,0.026832982897758484,15,12,1.8138166333129657
XGBoost,Full,wpi_soybean_oil_yoy,Commodity,0.024943886324763298,17,13,1.6861202531121862
XGBoost,Full,wpi_masur_yoy,Commodity,0.024804918095469475,18,14,1.6767264825144248
XGBoost,Full,wpi_groundnut_oil_yoy,Commodity,0.023917220532894135,19,15,1.6167212042907715
XGBoost,Full,wpi_potato_yoy,Commodity,0.022351179271936417,20,16,1.5108622433842371
XGBoost,Full,wpi_cabbage_yoy,Commodity,0.01719938963651657,21,17,1.1626191215643948
XGBoost,Full,wpi_wheat_yoy,Commodity,0.012963562272489071,25,18,0.8762918743108999
XGBoost,Full,wpi_maize_yoy,Commodity,0.01093212142586708,28,19,0.7389735146177575
XGBoost,Full,wpi_gram_chana_yoy,Commodity,0.010725769214332104,29,20,0.7250248203921028
XGBoost,Full,wpi_urad_yoy,Commodity,0.008807417936623096,31,21,0.5953509235576049
XGBoost,Full,wpi_rice_yoy,Commodity,0.00869182962924242,32,22,0.5875375546398662
XGBoost,Full,wpi_sugar_yoy,Commodity,0.007636016234755516,33,23,0.5161682289151832
XGBoost,Full,palm_oil_usd_yoy,Commodity,0.0063787498511374,36,24,0.43118137941727375
XGBoost,Full,wpi_egg_yoy,Commodity,0.005360184703022242,39,25,0.36232990603454784
XGBoost,Full,USA_CPI,Macroeconomic,0.038997236639261246,11,1,2.6360780215546846
XGBoost,Full,m3_money_supply_yoy,Macroeconomic,0.03393000364303589,12,2,2.29355063544758
XGBoost,Full,iip_general_yoy,Macroeconomic,0.026784969493746758,16,3,1.810571093629574
XGBoost,Full,rbi_repo_rate_yoy_diff,Macroeconomic,0.004949998110532761,40,4,0.3346027142029778
XGBoost,Macro_only,m3_money_supply_yoy,Macroeconomic,0.35503965616226196,1,1,77.63587195567703
XGBoost,Macro_only,iip_general_yoy,Macroeconomic,0.045979950577020645,2,2,10.054351657817328
XGBoost,Macro_only,rbi_repo_rate_yoy_diff,Macroeconomic,0.036318063735961914,3,3,7.941604541760361
XGBoost,Macro_only,USA_CPI,Macroeconomic,0.019976258277893066,4,4,4.368171844745285
