rainfall_total_mm,rainfall_rate_mm_per_day,temp_mean_celsius,relative_humidity_2m_pct,surface_soil_wetness_index,wind_speed_10m_ms,solar_irradiance_kwm2,rainfall_total_mm_anom,rainfall_rate_mm_per_day_anom,temp_mean_celsius_anom,relative_humidity_2m_pct_anom,surface_soil_wetness_index_anom,wind_speed_10m_ms_anom,solar_irradiance_kwm2_anom,USA_CPI,iip_general_yoy,m3_money_supply_yoy,rbi_repo_rate_yoy_diff,wpi_primary_food_articles_yoy,wpi_manufactured_food_yoy,wpi_wheat_yoy,wpi_rice_yoy,wpi_maize_yoy,wpi_gram_chana_yoy,wpi_arhar_tur_yoy,wpi_moong_yoy,wpi_urad_yoy,wpi_masur_yoy,wpi_tomato_yoy,wpi_onion_yoy,wpi_potato_yoy,wpi_brinjal_yoy,wpi_cabbage_yoy,wpi_garlic_yoy,wpi_mustard_oil_yoy,wpi_soybean_oil_yoy,wpi_groundnut_oil_yoy,wpi_milk_yoy,wpi_egg_yoy,wpi_sugar_yoy,crude_oil_brent_usd_yoy,palm_oil_usd_yoy,global_fertilizer_index_yoy,cpi_headline_yoy_lag1,cpi_headline_yoy_lag12,cpi_headline_yoy
180.3,6.010000000000001,26.9879,73.78249135,0.695743945,3.847681661,18.14487889,0.2890356939175417,0.28903569391754147,-0.7107612164324612,-0.22057192579438706,-0.9836183658493182,0.9518461884903269,-0.5954784491755004,2.320441988950275,7.240187765503947,11.025537423695296,-1.5,0.4930166107858902,7.074909904850024,0.7401115480310416,2.344773308157233,-8.351913529848654,-11.44678538372581,2.343153160279998,-1.622055715882631,-16.572072710783424,4.8292882989924735,-10.732601834080846,0.0614062039559826,-72.35588809779685,20.41993889058009,6.18870113117751,-28.54102047574636,24.101784338075305,4.201668289467264,2.922475665849511,2.4083732839467853,-5.446526291068654,0.7134394113873732,-4.332807676,3.695570652,22.25703211,3.099207230530357,4.30101872760242,2.886590092982314
91.5,2.9516129032258065,25.3451,64.64076125,0.671903114,3.225432526,17.94387543,0.809063985288585,0.8090639852885851,-1.0962736769953692,-0.6404710257261229,-0.45382697148859147,0.6841469604994567,0.63772228740227,2.040816326530611,6.035350889624391,11.703012299235027,-1.0,2.12022076506031,9.09717782057271,1.585537178979468,3.3562172735877915,-4.870627507077163,-9.468732086173448,4.960682407598815,-4.7032179538534,-10.012595568843263,8.500997911974384,13.881402508894958,-0.4371591661496588,-86.4169965366572,52.09376637048666,0.5029348405002132,-23.382590624655503,26.69887303743499,4.652001563489261,6.817454083571928,2.4083732839467853,8.79274275673314,2.620237239402368,7.358835666,18.73828874,25.61198196,2.886590092982314,4.059832851287288,3.285398963632361
10.7,0.3566666666666666,22.1761,58.19525952,0.612249135,3.433806228,16.30491349,-1.0546806147442724,-1.0546806147442729,-0.6641402829525859,-0.841522723294148,-0.5265325713939123,0.6936735738447523,1.737544593032438,1.765030336458906,7.902480579104187,11.363244378490831,-1.0,1.4161456708461806,7.676723799106533,3.386390745124146,1.4277458471299909,-12.04376695487559,-9.593694259513397,7.141711509845772,-11.217350247977054,-8.383461007930082,8.481107402656018,27.86936601068461,8.74240601236247,-78.17957933263617,18.48982137206833,25.533772645545305,-25.6719846847814,23.80961371950532,3.4615946766532346,0.8383282630281208,2.06785082096288,10.050885471356176,5.302446830822039,17.4022754,16.42378814,26.50285644,3.285398963632361,3.601613532245662,3.067517654217918
16.0,0.5161290322580645,19.066,60.05397924,0.566124567,3.64266436,14.2667128,0.7418373813902276,0.7418373813902275,-0.23814317593036613,0.4404253862043645,-0.39927271241342693,0.06360396454351723,0.513779720927331,1.879491431730243,7.182573457125496,11.99222263475228,-1.0,1.6224132094075028,8.58029176280617,4.649456483764514,-1.580580017118827,-12.653019716553882,-4.885732559193601,9.71977060406246,-9.052441938117672,-10.724553035359774,11.310272213803874,55.744893985033215,36.38315943575243,-20.886296289157748,16.989903679539744,38.69867996784291,-28.87226552720041,17.56162588882928,2.2289184256354844,-0.6472514505617255,2.747740125490417,3.1451237354137795,7.154715129204803,4.795439312,9.920665008,25.69324206,3.067517654217918,3.198228594699483,3.719067740468813
24.9,0.8032258064516129,17.8867,60.35515571,0.537681661,3.587750865,14.7383045,1.0131529068996274,1.0131529068996274,-0.5163022526336897,0.8205708436564029,0.008399037102162932,-0.6644591617973048,-0.5982884857759739,1.9262520638415,7.694142386900893,12.678395254643249,-1.0,2.3543688369110694,8.570418726100826,6.380542166503567,-0.9082714574319972,-8.761238022077578,-0.0713521257528437,18.14399168867258,-11.392760919395428,-4.874528187324634,16.55546969368875,57.41514985877889,70.21285692245414,-1.0298752200574413,24.78831574899658,25.61077268531857,-38.85059679003384,19.869858607527743,1.7738824337381054,-1.760908891558799,2.747740125490417,0.0655952794920367,6.738515409885482,0.0,8.099192464,22.31435513,3.719067740468813,3.426099446880644,4.347813628288127
10.0,0.3448275862068966,20.6908,51.80442907,0.503944637,3.53532872,18.95197232,-0.9819827624142546,-0.9953216940578663,-0.25396273855178775,-0.7305890622970643,-0.09192140242466292,-1.0138949164447986,1.8374599036477424,1.693063899508466,7.962042820271176,13.772773862368837,-1.0,0.7825640831390146,9.542762651301562,5.605951263046283,-0.9022617599637072,-10.492445329399969,0.0716589066851458,11.686899094517944,-9.710442415736464,-3.726010295389459,16.30561683367131,22.00764261068975,74.95131385378345,-12.289813632315385,-3.027835930626077,11.834122713054729,-14.407630580113784,22.761116857392505,1.480411936978765,-8.958009147680634,3.926535700694611,-13.510248485656362,15.41506798272585,-5.355610447,16.75377606,6.453852114,4.347813628288127,3.862622278586751,4.132276307373822
12.1,0.3903225806451613,25.8863,45.9650173,0.437923875,3.705916955,22.25792388,-1.2462768958052408,-1.2462768958052408,1.6220259112648234,-1.575824453762432,-1.4414204458290574,0.9626082546135317,2.3779900145841575,1.737242128121605,7.7435762246396145,15.484362063714483,-0.5,-0.3933694311025526,9.233563618625508,4.722722924287037,-2.343153160279954,-13.214539101664569,-3.655010927493008,6.649333116614375,-11.338663000845894,-2.960817509411573,12.717618705211509,1.871545581135603,42.70375933622921,-1.9646997383796272,-8.554209236811783,-0.3523198007317152,-14.05569603049357,17.38212020285621,2.2703281976816925,-10.992934142373567,6.787016758860975,-12.99032208692621,15.689896388063527,10.931309,25.18037848,1.656842635,4.132276307373822,4.059832851287288,3.490777844090171
50.7,1.6900000000000002,28.5763,50.13519031,0.450346021,3.791314879,23.03204152,1.099351936624325,1.0993519366243254,0.2618597297998889,-0.3305180438160693,-0.9870194243373704,0.46736056265073067,-0.33177552865750193,2.285092491838955,11.034805716886575,15.054173239646929,-0.5,1.2134732465993725,6.4577124469043845,2.130125383592052,-3.0159101220340823,-8.600076548370605,-5.118387921155643,4.916595731418427,-13.277727062669564,-4.252026835044642,9.287099764626385,13.24426897992148,20.98336083836707,26.65853291261491,11.918851726511814,-13.906842671849208,0.92751458195397,4.575961714946697,2.8500284858993474,-15.818091198267936,5.696493410634718,-14.405022957800108,15.216112433387696,28.96800751,26.08002708,7.866461906,3.490777844090171,5.117283792743193,2.231203725192191
75.6,2.438709677419354,30.0409,54.89259516,0.517128028,4.513183391,22.67785467,1.3625171767950754,1.362517176795075,-1.457468054286981,0.42314796284440664,0.7152366359018231,1.1724720615986732,-1.3259438415631701,3.051771117166216,7.644650549318488,14.162910970862796,-0.5,2.621668444930725,4.761404779915335,1.8141087070650208,-2.987079911233348,-2.6220694627138386,-6.096855991096906,4.359888405431667,-10.421231574491818,-5.568690072543747,3.746770913638109,20.783429990559867,1.0574116651830945,55.21331234127511,5.671764942139079,-8.349643488218517,-1.132738041177328,-7.9107293684669955,2.775926963427456,-13.331219852727203,5.367003820949456,-3.40665545636063,19.49726743475137,38.45766202,16.79008965,6.915746699,2.231203725192191,4.660946127297721,2.834000913350308
166.3,5.543333333333334,29.1198,64.33536332,0.595536332,5.104844291,20.1899654,0.10795665590321495,0.10795665590321515,-0.897548306721349,0.18341311054391948,0.24643497817823407,1.1377082336783793,-0.2904380403454646,3.266194882961344,9.15601433032327,13.516109351659368,-0.5,0.8602203582663392,4.248426498576485,1.7998236122616973,-2.60678267699177,-6.014049315785908,-6.6691374498671685,6.6135046250665575,-11.457513654517635,-4.5354962691047,3.713242522856408,26.16183668695072,-8.02163338568005,43.96093940936643,2.0437311424167603,-48.91910611979973,-2.4889288763687123,-9.217401106843592,3.221361998365513,-13.517477836825265,6.515498807639153,-7.029716278963072,19.72950985841169,24.68600779,1.067245989,11.83196603,2.834000913350308,4.411751878088727,3.018140029667155
242.7,7.829032258064516,27.8861,70.70211073,0.656851211,4.699307958,18.78200692,-0.7523837952582604,-0.7523837952582598,-0.3994615741806369,-1.103633387633368,-0.9769458514238513,-0.5513357077642872,0.6524547854143983,2.990755845568249,5.937090470292983,13.251537363953858,-0.5,2.62740893701805,4.74188920999099,2.0793106535359485,-2.832047678745564,0.1613337268466796,-5.283169987758463,7.594314117060419,-12.021671901868023,-2.835123588142441,3.9446727393140257,30.197340256253646,-15.300047318609876,30.56939543632149,-19.1196783872857,-62.92916862333353,-0.1006036302155788,-10.97284495389026,2.775926963427456,-11.706677321325907,7.111868154444068,-4.094582586212603,15.78191059280587,30.16683144,-0.657176516,17.68677061,3.018140029667155,4.157950518173136,3.193683721992457
252.8,8.154838709677419,27.1771,75.26633218,0.713460208,4.811626298,18.22141869,0.07090359331578604,0.07090359331578557,-1.0023022480744412,-0.5764607430372022,-0.5287007079404764,1.8110336527232807,0.06800655753356737,2.654387865655478,6.484736964983284,13.53637342211016,0.0,4.84448465401921,5.689015550556498,4.390813657212345,-1.9918643306518824,10.086689301143624,-0.7899502478923903,9.823843958341303,-8.380795727209245,-0.5469475804535495,6.138486880223315,33.339430666248134,-9.549995113044664,48.10313099227983,-1.553944477317426,-23.620179227460625,-10.476477787314089,-6.199775440868738,1.3158084577510998,-4.034810898858954,3.943860181303816,5.913430857487567,13.323443642337953,36.66917222,4.236977104,23.34192139,3.193683721992457,3.099207230530357,4.609193053759078
123.3,4.11,27.2142,71.12875433,0.685363322,3.443564014,19.13131488,-1.2875226365417745,-1.2875226365417747,0.09012141497475892,-1.471025438103237,-1.3084414355985985,-1.367859925388954,1.1561492200760992,2.5377969762419,5.067046917820051,13.177336564505282,0.0,3.2789822822990367,6.999097517296526,4.111690281725533,-1.4002562510054162,8.720238071478281,-1.3566791448770932,15.736911235044817,-6.605933341204473,3.3152207316900384,4.648069432076962,2.2141125877213064,-8.784882783833936,56.85117421036736,-16.68661441771002,1.78431335675846,-8.907649784471428,-3.991900026228645,0.9506470130828504,3.8422805402273497,3.943860181303816,3.785238535633973,15.820473943381108,47.09257132,5.942342047,28.53858602,4.609193053759078,2.886590092982314,4.809632949064392
